id,news_url,title,tweet_ids
1247,http://g1.globo.com/tecnologia/blog/seguranca-digital/post/pesquisador-acha-5-mil-roteadores-de-internet-sem-senha-no-brasil.html,        Pesquisador acha 5 mil roteadores de internet sem senha no Brasil | G1 - Tecnologia e Games - Segurança Digital,1034826664499453952	1029372717676601344	1027976275938496513	1021644201245782016	999729805514850304	996760948420632577	996461943366955008	996121304083378177	996120087995314187	996101180521680897	995978849576980481	995678081284263937	995379881767653376	995197672075288576	995151628645912576	995061881147666432	995049488950509568	995040422069133312	995039859117998080	995039857587077120	995036890557399040	995033836902903811	995032900843208704	995032371941527552	995031864992845824	995031636491296770	995031310900121600
1251,http://g1.globo.com/tecnologia/blog/tira-duvidas-de-tecnologia/post/opera-touch-conheca-o-novo-navegador-de-internet-para-dispositivos-moveis-pode-ser-usado-so-com-uma-mao.html,        Opera Touch: conheça o novo navegador de internet para dispositivos móveis pode ser usado só com uma mão | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,1039203951428755456	1035181113017282560	1028000701631397888	999730090207395840	995381918765109248	994473901647388674	994425778757603328	994307990881583104	994298285174095872	994297924891820032	994297674797989889	994296774553567232	994296765892341760	994296765527441408	994295908467552256	994294884470312960	994294469871722497	994294416943861760	994294403547066376	994294378758684672	994291948939825153	994291742064218113	994291544327901185	994291432864342016
1253,http://g1.globo.com/tecnologia/blog/tira-duvidas-de-tecnologia/post/android-clicar-sobre-o-link-do-esquilo-faz-com-que-seja-instalado-um-virus-perigoso-no-celular.html,        Android: clicar sobre o 'link do esquilo' faz com que seja instalado um vírus perigoso no celular | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,1029896467677368323	1028012293345476613	1025079106390687744	1021863567149002752	1021863548836700160	1021740500930285568	1021719936329084928	1021719922936700929	1021713880727207938	1021702043310940160	1021610619374428160	998650924422885376	996827636654538754	995785821348392960	994652869453234176	994241161400279040	993481399972843520	993340651004743681	993336876613472256	993300580985536512	993293628113027072	993236962076114945	993208297397223425	993189495767031809	993161033870016515	993160208523247616	993159197758926849	993159194080509952	993159192008507392	993157684898627585	993153662473179137	993153657175592960	993151423763402752
1254,http://g1.globo.com/tecnologia/blog/seguranca-digital/post/provedor-que-derrubou-site-nazista-pode-ser-julgado-por-pirataria.html,        Provedor que derrubou site nazista pode ser julgado por pirataria | G1 - Tecnologia e Games - Segurança Digital,1078340960222883840	1028022359989657600	1021702077863604224	994243808526290944	993991914046279681	993916512116363265	993022916504752128	993002672973205504	992974496138227712	992888550285889537	992873578679881728	992839716272668672	992838152950697984	992833134579232768	992833134092697600	992830863602737153	992830626733666304	992830031243034624	992829038153687041	992829033149743104	992829031019003905	992827607950471168	992827587306180608	992826891345321984	992826787385237504
1255,http://g1.globo.com/tecnologia/blog/seguranca-digital/post/intel-esta-corrigindo-novas-versoes-da-falha-spectre-diz-site.html,"        Intel está corrigindo novas versões da falha Spectre, diz site | G1 - Tecnologia e Games - Segurança Digital",1028030159939686400	1024427677460127744	1021702138894987264	994663735271809029	994290629394886656	993862421851856897	993095979896397826	993022915133231104	992974255766884352	992853688636108800	992839715127681026	992827148196110336	992814752454795264	992805433311084544	992789840579121152	992788265420795904	992786537799614466	992782794748182528	992782226717753345	992781715390148608	992780671222349824	992780664595345408	992777947822997505	992777942735323137	992774929069297665	992774164271386629	992773980862996480	992773665732349952	992773455580925953	992772740766724097	992772427355770880
1256,http://g1.globo.com/tecnologia/blog/seguranca-digital/post/boletos-falsos-e-golpe-no-mercado-livre-pacotao-de-seguranca.html,        Boletos falsos e golpe no Mercado Livre: pacotão de segurança | G1 - Tecnologia e Games - Segurança Digital,1077926777459277824	1044184735336075265	1032658762035879936	1030438779973238785	1028038226810953728	1021702159702925312	996111952589021189	993201972248489990	993178076514267137	992375904813928448	992367867529170944	992364473267744769	992350955877425152	992301366998532097	992276714519580673	992248734619611136	992154014505734144	992153072095940608	992143975019462656	992119726703828992	992112381659561985	992105329310617601	992102344333684736	992097399056228353	992095763869003776	992092872764674053	992092870101225472	992092044200894465	992092000189992961	992091114269167616	992090379917783041	992088202855858176	992087766254194688	992087746482028545	992087428830715904	992087339299061760	992087026433339397	992086912348311552
1257,http://g1.globo.com/tecnologia/blog/seguranca-digital/post/aplicativo-signal-sofre-bloqueio-apos-mudancas-do-google-e-da-amazon.html,        Aplicativo Signal sofre bloqueio após mudanças do Google e da Amazon | G1 - Tecnologia e Games - Segurança Digital,1077990271265243136	1028044993318072321	1021702182167564296	993203310659174400	992844644173172737	992031601595838464	992013538251149312	991938960187326464	991885797748961281	991827369827688448	991824659279765504	991770801861939200	991767297714020352	991765377666318336	991765377162989568	991762265484427269	991761992120594432	991761103809064960	991756972633575424	991756839850336256	991756606902808577	991755095045001216	991754795588386817	991754724692111360
1258,http://g1.globo.com/tecnologia/blog/tira-duvidas-de-tecnologia/post/windows-10-spring-creators-update-instalou-atualizacao-do-sistema-veja-como-liberar-ate-10-gb-de-espaco-no-hd.html,        Windows 10 Spring Creators Update: instalou a atualização do sistema Veja como liberar até 10 GB de espaço no HD | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,1118966337731272704	1118966321004384259	1028052562904264705	1021703553105190912	992782040083959809	991938954512556033	991871476478414848	991762260744921088	991726264804294657	991703494103973889	991701585603407872	991701464459313153	991700332253036544	991700330646720512	991700329552011265	991698066985041920	991697304053678081	991695759069327360	991694852013416448	991694631703339008	991694551550226433	991694343718260736	991694326953660416
1260,http://g1.globo.com/tecnologia/blog/tira-duvidas-de-tecnologia/post/caiu-no-golpe-da-promocao-falsa-do-boticario-de-dia-das-maes-veja-o-que-fazer.html,        Caiu no golpe da promoção falsa d'O Boticário de Dia das Mães Veja o que fazer | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,1118966408854085633	1118966400171872256	1028064906673893377	1021703600530251776	994762744627978241	991858699869110272	991712162409320448	990849340825653248	990848990676684800	990796151531196416	990760637654421505	990670160607428608	990652972643172352	990632042562969600	990630327503736833	990629019023372288	990629018692038657	990629018440355840	990629015324012544	990628034016198656	990628032854441984	990628026877542400	990628018983874561	990624503167414273	990624493801431040	990624492534644737	990623602126065665	990623273569353728	990623126898794497	990622610634526720	990622255565692933
1263,http://g1.globo.com/tecnologia/blog/seguranca-digital/post/saber-quem-visita-perfil-no-facebook-e-seguranca-do-android-pacotao.html,        Saber quem visita perfil no Facebook e segurança do Android: pacotão | G1 - Tecnologia e Games - Segurança Digital,1143027281255915520	1140199580103008257	1118966542971166720	1028234256626139136	1022524486648844288	1021976626794512387	1021566396096905217	1021549797860200448	990609309729001472	989844680350281729	989844507272327168	989762247927869440	989761630991925248	989708516649816065	989701407753326593	989611361746472960	989591385580949506	989565820840939520	989542367689555968	989539604075180032	989538593487048707	989524496435499010	989522618775621632	989521858205757440	989521852086153221	989520971521376256	989520966316310528	989520880635170817	989520584060162049	989520104533712896	989520093817208832	989519994672336896
